t_rx_s,t_host_s,rx_unix_s,host_minus_rx_ms,dt_rx_ms,applied_duty,bus_voltage_V,current_A,temperature_C,hard_forward,hard_reverse,soft_forward,soft_reverse,inverted,primary_heartbeat_lock,raw_hex
0.6190841197967529,0.6191301369999564,1789785045.1465712,0.044345855712890625,20.03765106201172,0.0,12.07326007326003,0.0,23,0,0,0,0,0,1,0000700600172000
0.6390590667724609,0.6391908420000618,1789785045.166546,0.1308917999267578,19.974946975708008,0.0,12.080586080586038,0.0,23,0,0,0,0,0,1,0000710600172000
0.6590855121612549,0.659153047000018,1789785045.1865726,0.06604194641113281,20.026445388793945,0.0,12.07326007326003,0.0,23,0,0,0,0,0,1,0000700600172000
0.6790506839752197,0.6791031960001419,1789785045.2065377,0.051021575927734375,19.965171813964844,0.0,12.07326007326003,0.0,23,0,0,0,0,0,1,0000700600172000
0.6990869045257568,0.6991392520003501,1789785045.226574,0.05078315734863281,20.03622055053711,0.0,12.080586080586038,0.0,23,0,0,0,0,0,1,0000710600172000
0.7190437316894531,0.719086771000093,1789785045.2465308,0.041484832763671875,19.95682716369629,0.0,12.07326007326003,0.0,23,0,0,0,0,0,1,0000700600172000
0.7390468120574951,0.7390922170002341,1789785045.2665339,0.0438690185546875,20.003080368041992,0.0,12.07326007326003,0.0,23,0,0,0,0,0,1,0000700600172000
0.7590816020965576,0.7591401810000207,1789785045.2865686,0.05698204040527344,20.0347900390625,0.0,12.080586080586038,0.0,23,0,0,0,0,0,1,0000710600172000
0.779055118560791,0.779109033000168,1789785045.3065422,0.05245208740234375,19.9735164642334,0.0,12.07326007326003,0.0,23,0,0,0,0,0,1,0000700600172000
0.7990460395812988,0.7991162749999603,1789785045.326533,0.06890296936035156,19.990921020507812,0.0,12.080586080586038,0.0,23,0,0,0,0,0,1,0000710600172000
0.8190808296203613,0.8191512390003481,1789785045.3465679,0.06890296936035156,20.0347900390625,0.0,12.080586080586038,0.0,23,0,0,0,0,0,1,0000710600172000
0.8390388488769531,0.8390892030001851,1789785045.366526,0.04863739013671875,19.958019256591797,0.0,12.080586080586038,0.0,23,0,0,0,0,0,1,0000710600172000
0.8590757846832275,0.8591447590001735,1789785045.3865628,0.06747245788574219,20.036935806274414,0.0,12.080586080586038,0.0,23,0,0,0,0,0,1,0000710600172000
0.879035472869873,0.879086296999958,1789785045.4065225,0.04935264587402344,19.959688186645508,0.0,12.080586080586038,0.0,23,0,0,0,0,0,1,0000710600172000
0.8990752696990967,0.8991188720001446,1789785045.4265623,0.041961669921875,20.039796829223633,0.0,12.080586080586038,0.0,23,0,0,0,0,0,1,0000710600172000
0.919079065322876,0.9191529290001199,1789785045.446566,0.07271766662597656,20.003795623779297,0.0,12.080586080586038,0.0,23,0,0,0,0,0,1,0000710600172000
0.9390416145324707,0.9390919290003694,1789785045.4665287,0.04863739013671875,19.962549209594727,0.0,12.07326007326003,0.0,23,0,0,0,0,0,1,0000700600172000
0.9590373039245605,0.9590807080003287,1789785045.4865243,0.04172325134277344,19.995689392089844,0.0,12.080586080586038,0.0,23,0,0,0,0,0,1,0000710600172000
0.9790375232696533,0.979096004999974,1789785045.5065246,0.05698204040527344,20.000219345092773,0.0,12.080586080586038,0.0,23,0,0,0,0,0,1,0000710600172000
0.9990408420562744,0.999298858000202,1789785045.526528,0.25773048400878906,20.003318786621094,0.0,12.080586080586038,0.0,23,0,0,0,0,0,1,0000710600172000
1.0190298557281494,1.0191707850003695,1789785045.546517,0.13971328735351562,19.989013671875,0.0,12.080586080586038,0.0,23,0,0,0,0,0,1,0000710600172000
1.0390496253967285,1.039198564000344,1789785045.5665367,0.14781951904296875,20.0197696685791,0.0,12.080586080586038,0.0,23,0,0,0,0,0,1,0000710600172000
1.0590450763702393,1.0591857500003243,1789785045.586532,0.13947486877441406,19.995450973510742,0.0,12.080586080586038,0.0,23,0,0,0,0,0,1,0000710600172000
1.0790379047393799,1.0791741580001144,1789785045.606525,0.13494491577148438,19.992828369140625,0.0,12.07326007326003,0.0,23,0,0,0,0,0,1,0000700600172000
1.0990591049194336,1.0991970290001518,1789785045.6265461,0.1373291015625,20.02120018005371,0.0,12.07326007326003,0.0,23,0,0,0,0,0,1,0000700600172000
1.1190283298492432,1.1190867520003849,1789785045.6465154,0.05698204040527344,19.96922492980957,0.0,12.07326007326003,0.0,23,0,0,0,0,0,1,0000700600172000
1.1390373706817627,1.1390988830003153,1789785045.6665244,0.05984306335449219,20.00904083251953,0.0,12.080586080586038,0.0,23,0,0,0,0,0,1,0000710600172000
1.1590712070465088,1.159133588000259,1789785045.6865582,0.06079673767089844,20.033836364746094,0.0,12.080586080586038,0.0,23,0,0,0,0,0,1,0000710600172000
1.1790332794189453,1.1790916810000454,1789785045.7065203,0.056743621826171875,19.962072372436523,0.0,12.07326007326003,0.0,23,0,0,0,0,0,1,0000700600172000
1.1990711688995361,1.1991219599999567,1789785045.7265582,0.049114227294921875,20.03788948059082,0.0,12.07326007326003,0.0,23,0,0,0,0,0,1,0000700600172000
1.2190310955047607,1.219083590000082,1789785045.7465181,0.051021575927734375,19.95992660522461,0.0,12.080586080586038,0.0,23,0,0,0,0,0,1,0000710600172000
1.239025354385376,1.2390824799999791,1789785045.7665124,0.05555152893066406,19.994258880615234,0.0,12.07326007326003,0.0,23,0,0,0,0,0,1,0000700600172000
1.2590670585632324,1.259125610999945,1789785045.786554,0.057220458984375,20.041704177856445,0.0,12.080586080586038,0.0,23,0,0,0,0,0,1,0000710600172000
1.279031753540039,1.2791367780000655,1789785045.8065188,0.10347366333007812,19.96469497680664,0.0,12.07326007326003,0.0,23,0,0,0,0,0,1,0000700600172000
1.2990283966064453,1.2991153530001611,1789785045.8265154,0.08559226989746094,19.99664306640625,0.0,12.065934065934023,0.0,23,0,0,0,0,0,1,00006f0600172000
1.3190367221832275,1.3191117430001214,1789785045.8465238,0.07343292236328125,20.008325576782227,0.0,12.080586080586038,0.0,23,0,0,0,0,0,1,0000710600172000
1.339071273803711,1.3392225770003279,1789785045.8665583,0.1499652862548828,20.0345516204834,0.0,12.080586080586038,0.0,23,0,0,0,0,0,1,0000710600172000
1.3590326309204102,1.3591288370002985,1789785045.8865197,0.09465217590332031,19.96135711669922,0.0,12.07326007326003,0.0,23,0,0,0,0,0,1,0000700600172000
1.3790662288665771,1.3791381340001863,1789785045.9065533,0.07033348083496094,20.033597946166992,0.0,12.080586080586038,0.0,23,0,0,0,0,0,1,0000710600172000
1.3990323543548584,1.3991273760002514,1789785045.9265194,0.09369850158691406,19.96612548828125,0.0,12.080586080586038,0.0,23,0,0,0,0,0,1,0000710600172000
1.4190642833709717,1.4191382660001182,1789785045.9465513,0.072479248046875,20.03192901611328,0.0,12.080586080586038,0.0,23,0,0,0,0,0,1,0000710600172000
1.4390289783477783,1.439103563000117,1789785045.966516,0.07295608520507812,19.96469497680664,0.0,12.07326007326003,0.0,23,0,0,0,0,0,1,0000700600172000
1.4590635299682617,1.4591362119999758,1789785045.9865506,0.07104873657226562,20.0345516204834,0.0,12.07326007326003,0.0,23,0,0,0,0,0,1,0000700600172000
1.4790210723876953,1.4790897870002482,1789785046.006508,0.06723403930664062,19.957542419433594,0.0,12.07326007326003,0.0,23,0,0,0,0,0,1,0000700600172000
1.4990317821502686,1.4991014730003371,1789785046.0265188,0.06794929504394531,20.010709762573242,0.0,12.07326007326003,0.0,23,0,0,0,0,0,1,0000700600172000
1.5190627574920654,1.5191309370002273,1789785046.0465498,0.06651878356933594,20.030975341796875,0.0,12.080586080586038,0.0,23,0,0,0,0,0,1,0000710600172000
1.5390260219573975,1.5390979379999408,1789785046.066513,0.07033348083496094,19.96326446533203,0.0,12.080586080586038,0.0,23,0,0,0,0,0,1,0000710600172000
1.5590648651123047,1.5591561060000458,1789785046.086552,0.0896453857421875,20.038843154907227,0.0,12.07326007326003,0.0,23,0,0,0,0,0,1,0000700600172000
1.579026460647583,1.5791023660003702,1789785046.1065135,0.0743865966796875,19.96159553527832,0.0,12.080586080586038,0.0,23,0,0,0,0,0,1,0000710600172000
1.5990593433380127,1.5991766070001177,1789785046.1265464,0.11587142944335938,20.032882690429688,0.0,12.080586080586038,0.0,23,0,0,0,0,0,1,0000710600172000
1.6190299987792969,1.6191405900003701,1789785046.146517,0.10895729064941406,19.97065544128418,0.0,12.07326007326003,0.0,23,0,0,0,0,0,1,0000700600172000
1.6390602588653564,1.6391356090002773,1789785046.1665473,0.07390975952148438,20.03026008605957,0.0,12.080586080586038,0.0,23,0,0,0,0,0,1,0000710600172000
1.6590282917022705,1.6591014430000541,1789785046.1865153,0.07152557373046875,19.968032836914062,0.0,12.080586080586038,0.0,23,0,0,0,0,0,1,0000710600172000
1.6790235042572021,1.6791004440001416,1789785046.2065105,0.07534027099609375,19.99521255493164,0.0,12.07326007326003,0.0,23,0,0,0,0,0,1,0000700600172000
1.699026107788086,1.6990955010001016,1789785046.2265131,0.06794929504394531,20.00260353088379,0.0,12.07326007326003,0.0,23,0,0,0,0,0,1,0000700600172000
1.7190203666687012,1.7190881310002624,1789785046.2465074,0.06628036499023438,19.994258880615234,0.0,12.080586080586038,0.0,23,0,0,0,0,0,1,0000710600172000
1.7390601634979248,1.7391485030002514,1789785046.2665472,0.08678436279296875,20.039796829223633,0.0,12.080586080586038,0.0,23,0,0,0,0,0,1,0000710600172000
1.7590241432189941,1.7590928370000256,1789785046.2865112,0.06723403930664062,19.963979721069336,0.0,12.080586080586038,0.0,23,0,0,0,0,0,1,0000710600172000
1.779017686843872,1.7790856340002392,1789785046.3065047,0.06628036499023438,19.99354362487793,0.0,12.07326007326003,0.0,23,0,0,0,0,0,1,0000700600172000
1.7990248203277588,1.79910176400017,1789785046.3265119,0.07534027099609375,20.00713348388672,0.0,12.080586080586038,0.0,23,0,0,0,0,0,1,0000710600172000
1.8191945552825928,1.8192571730000964,1789785046.3466816,0.06103515625,20.169734954833984,0.0,12.080586080586038,0.0,23,0,0,0,0,0,1,0000710600172000
1.8390543460845947,1.8391281740000522,1789785046.3665414,0.072479248046875,19.859790802001953,0.0,12.080586080586038,0.0,23,0,0,0,0,0,1,0000710600172000
1.859018087387085,1.859087823000209,1789785046.3865051,0.06818771362304688,19.963741302490234,0.0,12.080586080586038,0.0,23,0,0,0,0,0,1,0000710600172000
1.8790228366851807,1.8790902860000642,1789785046.4065099,0.06580352783203125,20.004749298095703,0.0,12.080586080586038,0.0,23,0,0,0,0,0,1,0000710600172000
1.899022102355957,1.8990896020000037,1789785046.4265091,0.06604194641113281,19.999265670776367,0.0,12.07326007326003,0.0,23,0,0,0,0,0,1,0000700600172000
1.9190549850463867,1.9191220110001268,1789785046.446542,0.06532669067382812,20.032882690429688,0.0,12.07326007326003,0.0,23,0,0,0,0,0,1,0000700600172000
1.9390153884887695,1.9390833450001992,1789785046.4665024,0.06628036499023438,19.960403442382812,0.0,12.080586080586038,0.0,23,0,0,0,0,0,1,0000710600172000
1.9590544700622559,1.9591217530000904,1789785046.4865415,0.06556510925292969,20.039081573486328,0.0,12.07326007326003,0.0,23,0,0,0,0,0,1,0000700600172000
1.9790124893188477,1.9790797910000038,1789785046.5064995,0.06556510925292969,19.958019256591797,0.0,12.07326007326003,0.0,23,0,0,0,0,0,1,0000700600172000
1.9990217685699463,1.9990881070002615,1789785046.5265088,0.064849853515625,20.009279251098633,0.0,12.080586080586038,0.0,23,0,0,0,0,0,1,0000710600172000
2.0190160274505615,2.019107608000013,1789785046.546503,0.09012222290039062,19.994258880615234,0.0,12.080586080586038,0.0,23,0,0,0,0,0,1,0000710600172000
2.039050579071045,2.039140978999967,1789785046.5665376,0.08893013000488281,20.0345516204834,0.0,12.080586080586038,0.0,23,0,0,0,0,0,1,0000710600172000
2.059016227722168,2.059092535000218,1789785046.5865033,0.07462501525878906,19.965648651123047,0.0,12.07326007326003,0.0,23,0,0,0,0,0,1,0000700600172000
2.0790133476257324,2.0790846840000086,1789785046.6065004,0.06985664367675781,19.997119903564453,0.0,12.065934065934023,0.0,23,0,0,0,0,0,1,00006f0600172000
2.099020481109619,2.0991764630002763,1789785046.6265075,0.15497207641601562,20.00713348388672,0.0,12.080586080586038,0.0,23,0,0,0,0,0,1,0000710600172000
2.1190502643585205,2.119154742000319,1789785046.6465373,0.10275840759277344,20.029783248901367,0.0,12.080586080586038,0.0,23,0,0,0,0,0,1,0000710600172000
2.1390111446380615,2.139085317000081,1789785046.6664982,0.072479248046875,19.960880279541016,0.0,12.07326007326003,0.0,23,0,0,0,0,0,1,0000700600172000
2.159053325653076,2.159142557999985,1789785046.6865404,0.087738037109375,20.04218101501465,0.0,12.07326007326003,0.0,23,0,0,0,0,0,1,0000700600172000
2.1790096759796143,2.179079059000287,1789785046.7064967,0.06794929504394531,19.956350326538086,0.0,12.07326007326003,0.0,23,0,0,0,0,0,1,0000700600172000
2.199014663696289,2.199126041999989,1789785046.7265017,0.10967254638671875,20.004987716674805,0.0,12.080586080586038,0.0,23,0,0,0,0,0,1,0000710600172000
2.2190115451812744,2.2190888760001144,1789785046.7464986,0.07581710815429688,19.99688148498535,0.0,12.07326007326003,0.0,23,0,0,0,0,0,1,0000700600172000
2.2390494346618652,2.2391197470001316,1789785046.7665365,0.06890296936035156,20.03788948059082,0.0,12.080586080586038,0.0,23,0,0,0,0,0,1,0000710600172000
2.2590155601501465,2.259088100000099,1789785046.7865026,0.07104873657226562,19.96612548828125,0.0,12.080586080586038,0.0,23,0,0,0,0,0,1,0000710600172000
2.279010772705078,2.2790791190000164,1789785046.8064978,0.0667572021484375,19.99521255493164,0.0,12.07326007326003,0.0,23,0,0,0,0,0,1,0000700600172000
2.2991783618927,2.2992410090000703,1789785046.8266654,0.06103515625,20.16758918762207,0.0,12.080586080586038,0.0,23,0,0,0,0,0,1,0000710600172000
2.3190131187438965,2.319083158000012,1789785046.8465002,0.06866455078125,19.83475685119629,0.0,12.07326007326003,0.0,23,0,0,0,0,0,1,0000700600172000
2.3390467166900635,2.339113381000061,1789785046.8665338,0.06508827209472656,20.033597946166992,0.0,12.07326007326003,0.0,23,0,0,0,0,0,1,0000700600172000
2.3590774536132812,2.35919399300019,1789785046.8865645,0.11515617370605469,20.030736923217773,0.0,12.080586080586038,0.0,23,0,0,0,0,0,1,0000710600172000
2.379005193710327,2.379082846000074,1789785046.9064922,0.08344650268554688,19.9277400970459,0.0,12.07326007326003,0.0,23,0,0,0,0,0,1,0000700600172000
2.3991174697875977,2.3992064950002714,1789785046.9266045,0.08749961853027344,20.112276077270508,0.0,12.080586080586038,0.0,23,0,0,0,0,0,1,0000710600172000
2.4191250801086426,2.4191969779999454,1789785046.9466121,0.07033348083496094,20.007610321044922,0.0,12.07326007326003,0.0,23,0,0,0,0,0,1,0000700600172000
2.4390509128570557,2.4391223669999818,1789785046.966538,0.06985664367675781,19.925832748413086,0.0,12.080586080586038,0.0,23,0,0,0,0,0,1,0000710600172000
2.459105968475342,2.4591761090000546,1789785046.986593,0.06866455078125,20.055055618286133,0.0,12.07326007326003,0.0,23,0,0,0,0,0,1,0000700600172000
2.4790542125701904,2.4791226470001675,1789785047.0065413,0.0667572021484375,19.948244094848633,0.0,12.080586080586038,0.0,23,0,0,0,0,0,1,0000710600172000
2.499014377593994,2.499086092000198,1789785047.0265014,0.07009506225585938,19.96016502380371,0.0,12.07326007326003,0.0,23,0,0,0,0,0,1,0000700600172000
2.5190181732177734,2.5190877970003385,1789785047.0465052,0.06818771362304688,20.003795623779297,0.0,12.07326007326003,0.0,23,0,0,0,0,0,1,0000700600172000
2.5390524864196777,2.539124334999997,1789785047.0665395,0.07009506225585938,20.034313201904297,0.0,12.087912087912045,0.0,23,0,0,0,0,0,1,0000720600172000
2.5590155124664307,2.559127706000254,1789785047.0865026,0.11086463928222656,19.96302604675293,0.0,12.080586080586038,0.0,23,0,0,0,0,0,1,0000710600172000
2.5790083408355713,2.5790827620003256,1789785047.1064954,0.07271766662597656,19.992828369140625,0.0,12.07326007326003,0.0,23,0,0,0,0,0,1,0000700600172000
2.599015235900879,2.5990933560001395,1789785047.1265023,0.07677078247070312,20.006895065307617,0.0,12.080586080586038,0.0,23,0,0,0,0,0,1,0000710600172000
2.6190133094787598,2.6190840980002577,1789785047.1465003,0.06914138793945312,19.99807357788086,0.0,12.080586080586038,0.0,23,0,0,0,0,0,1,0000710600172000
2.6390159130096436,2.6390870240002187,1789785047.166503,0.06961822509765625,20.00260353088379,0.0,12.080586080586038,0.0,23,0,0,0,0,0,1,0000710600172000
2.659052610397339,2.659125136000057,1789785047.1865396,0.07081031799316406,20.036697387695312,0.0,12.080586080586038,0.0,23,0,0,0,0,0,1,0000710600172000
2.67903733253479,2.6792143040001974,1789785047.2065244,0.18334388732910156,19.984722137451172,0.0,12.080586080586038,0.0,23,0,0,0,0,0,1,0000710600172000
2.699000835418701,2.699130138000328,1789785047.2264879,0.12826919555664062,19.963502883911133,0.0,12.07326007326003,0.0,23,0,0,0,0,0,1,0000700600172000
2.7190146446228027,2.7191204170003402,1789785047.2465017,0.10418891906738281,20.013809204101562,0.0,12.080586080586038,0.0,23,0,0,0,0,0,1,0000710600172000
2.7390084266662598,2.739086565999969,1789785047.2664955,0.07653236389160156,19.99378204345703,0.0,12.080586080586038,0.0,23,0,0,0,0,0,1,0000710600172000
2.759005546569824,2.7591012340003545,1789785047.2864926,0.09417533874511719,19.997119903564453,0.0,12.07326007326003,0.0,23,0,0,0,0,0,1,0000700600172000
2.779012441635132,2.779085457000292,1789785047.3064995,0.07152557373046875,20.006895065307617,0.0,12.080586080586038,0.0,23,0,0,0,0,0,1,0000710600172000
2.799015998840332,2.7991641240000718,1789785047.326503,0.1468658447265625,20.003557205200195,0.0,12.080586080586038,0.0,23,0,0,0,0,0,1,0000710600172000
2.8190131187438965,2.8191491620000306,1789785047.3465002,0.13494491577148438,19.997119903564453,0.0,12.07326007326003,0.0,23,0,0,0,0,0,1,0000700600172000
2.839007616043091,2.839137163000032,1789785047.3664947,0.12826919555664062,19.994497299194336,0.0,12.07326007326003,0.0,23,0,0,0,0,0,1,0000700600172000
2.85904598236084,2.859139979000247,1789785047.386533,0.09250640869140625,20.038366317749023,0.0,12.080586080586038,0.0,23,0,0,0,0,0,1,0000710600172000
2.879000663757324,2.879091183000128,1789785047.4064877,0.08893013000488281,19.954681396484375,0.0,12.07326007326003,0.0,23,0,0,0,0,0,1,0000700600172000
2.899012565612793,2.8990852580000137,1789785047.4264996,0.07104873657226562,20.01190185546875,0.0,12.080586080586038,0.0,23,0,0,0,0,0,1,0000710600172000
2.9190056324005127,2.919074926000121,1789785047.4464927,0.06747245788574219,19.993066787719727,0.0,12.080586080586038,0.0,23,0,0,0,0,0,1,0000710600172000
2.9390451908111572,2.9391152230000444,1789785047.4665322,0.06842613220214844,20.03955841064453,0.0,12.07326007326003,0.0,23,0,0,0,0,0,1,0000700600172000
2.9590096473693848,2.9590789280000536,1789785047.4864967,0.06771087646484375,19.96445655822754,0.0,12.07326007326003,0.0,23,0,0,0,0,0,1,0000700600172000
2.978999137878418,2.9790677620003407,1789785047.5064862,0.06723403930664062,19.989490509033203,0.0,12.07326007326003,0.0,23,0,0,0,0,0,1,0000700600172000
2.999006748199463,2.9990755040003023,1789785047.5264938,0.06723403930664062,20.007610321044922,0.0,12.07326007326003,0.0,23,0,0,0,0,0,1,0000700600172000
3.01899790763855,3.0190657269999974,1789785047.546485,0.06628036499023438,19.991159439086914,0.0,12.080586080586038,0.0,23,0,0,0,0,0,1,0000710600172000
3.0390422344207764,3.039154580000286,1789785047.5665293,0.11086463928222656,20.044326782226562,0.0,12.07326007326003,0.0,23,0,0,0,0,0,1,0000700600172000
3.0590012073516846,3.0590767280000364,1789785047.5864882,0.07414817810058594,19.958972930908203,0.0,12.080586080586038,0.0,23,0,0,0,0,0,1,0000710600172000
3.079040288925171,3.079115211000044,1789785047.6065273,0.07343292236328125,20.039081573486328,0.0,12.080586080586038,0.0,23,0,0,0,0,0,1,0000710600172000
3.0990278720855713,3.099227286000314,1789785047.626515,0.19860267639160156,19.98758316040039,0.0,12.080586080586038,0.0,23,0,0,0,0,0,1,0000710600172000
3.119041681289673,3.119159879000108,1789785047.6465287,0.11682510375976562,20.013809204101562,0.0,12.080586080586038,0.0,23,0,0,0,0,0,1,0000710600172000
3.1389989852905273,3.1390791020003235,1789785047.666486,0.0858306884765625,19.957304000854492,0.0,12.07326007326003,0.0,23,0,0,0,0,0,1,0000700600172000
3.159008026123047,3.1591046220000862,1789785047.686495,0.09512901306152344,20.00904083251953,0.0,12.080586080586038,0.0,23,0,0,0,0,0,1,0000710600172000
3.1790058612823486,3.1790795490001074,1789785047.706493,0.07224082946777344,19.997835159301758,0.0,12.07326007326003,0.0,23,0,0,0,0,0,1,0000700600172000
3.1990065574645996,3.1991185870001573,1789785047.7264936,0.110626220703125,20.000696182250977,0.0,12.07326007326003,0.0,23,0,0,0,0,0,1,0000700600172000
3.218993663787842,3.219065810000302,1789785047.7464807,0.0705718994140625,19.987106323242188,0.0,12.080586080586038,0.0,23,0,0,0,0,0,1,0000710600172000
3.2390334606170654,3.2391085510002995,1789785047.7665205,0.07343292236328125,20.039796829223633,0.0,12.07326007326003,0.0,23,0,0,0,0,0,1,0000700600172000
3.2590019702911377,3.259111718999975,1789785047.786489,0.10848045349121094,19.968509674072266,0.0,12.07326007326003,0.0,23,0,0,0,0,0,1,0000700600172000
3.278996467590332,3.279084108999996,1789785047.8064835,0.08630752563476562,19.994497299194336,0.0,12.07326007326003,0.0,23,0,0,0,0,0,1,0000700600172000
3.2990381717681885,3.299109499000224,1789785047.8265252,0.06961822509765625,20.041704177856445,0.0,12.07326007326003,0.0,23,0,0,0,0,0,1,0000700600172000
3.318995475769043,3.319067185000222,1789785047.8464825,0.07009506225585938,19.957304000854492,0.0,12.07326007326003,0.0,23,0,0,0,0,0,1,0000700600172000
3.3390324115753174,3.3391016300001866,1789785047.8665195,0.06771087646484375,20.036935806274414,0.0,12.07326007326003,0.0,23,0,0,0,0,0,1,0000700600172000
3.3590245246887207,3.3592014089999793,1789785047.8865116,0.17595291137695312,19.99211311340332,0.0,12.080586080586038,0.0,23,0,0,0,0,0,1,0000710600172000
3.3789966106414795,3.3791108730001724,1789785047.9064837,0.11277198791503906,19.97208595275879,0.0,12.080586080586038,0.0,23,0,0,0,0,0,1,0000710600172000
3.3990066051483154,3.399174170000151,1789785047.9264936,0.1666545867919922,20.009994506835938,0.0,12.07326007326003,0.0,23,0,0,0,0,0,1,0000700600172000
3.419031858444214,3.419173041000249,1789785047.946519,0.14019012451171875,20.025253295898438,0.0,12.080586080586038,0.0,23,0,0,0,0,0,1,0000710600172000
